scenario,season,variable,value
COO,Oct-Dec,water_use,543.3453070829812
COO,Jan-Apr,water_use,409.1979056908735
COO,Jan-Apr,water_use,404.64375278327793
COO,Jan-Apr,water_use,350.44458646329883
COO,Jan-Apr,water_use,359.7967541663514
COO,May-Sep,water_use,320.5390175101011
COO,May-Sep,water_use,466.1434052893212
COO,May-Sep,water_use,522.6850876819558
COO,May-Sep,water_use,547.8249498594304
COO,May-Sep,water_use,532.9697940237978
COO,Oct-Dec,water_use,385.87232884326846
COO,Oct-Dec,water_use,389.1786033525348
COO,Oct-Dec,water_use,422.1260668774449
COO,Jan-Apr,water_use,370.3146416503166
COO,Jan-Apr,water_use,405.8052095390542
COO,Jan-Apr,water_use,337.78827369038646
COO,Jan-Apr,water_use,310.2151530926334
COO,May-Sep,water_use,365.3215021919979
COO,May-Sep,water_use,464.5300730064129
COO,May-Sep,water_use,469.71633650120907
COO,May-Sep,water_use,543.3102150892428
COO,May-Sep,water_use,542.3776276174126
COO,Oct-Dec,water_use,385.50607962496395
COO,Oct-Dec,water_use,401.78576140932455
COO,Oct-Dec,water_use,460.7076546173602
COO,Jan-Apr,water_use,437.43525548731304
COO,Jan-Apr,water_use,385.07066021959
COO,Jan-Apr,water_use,342.92054671000784
COO,Jan-Apr,water_use,316.9695492353398
COO,May-Sep,water_use,384.70892079154305
COO,May-Sep,water_use,496.7787464285407
COO,May-Sep,water_use,504.80231039020924
COO,May-Sep,water_use,533.7827484105477
COO,May-Sep,water_use,463.91351559097143
COO,Oct-Dec,water_use,450.2490583673096
COO,Oct-Dec,water_use,436.81990487457375
COO,Oct-Dec,water_use,449.16926696135505
COO,Jan-Apr,water_use,453.03158038994223
COO,Jan-Apr,water_use,400.66779581547866
COO,Jan-Apr,water_use,373.4824683680374
COO,Jan-Apr,water_use,463.15752269940566
COO,May-Sep,water_use,375.3718479535266
COO,May-Sep,water_use,464.02194395938255
COO,May-Sep,water_use,566.0102471810857
COO,May-Sep,water_use,539.6546533411392
COO,May-Sep,water_use,425.0876224801032
COO,Oct-Dec,water_use,471.1389465736434
COO,Oct-Dec,water_use,426.34696925493483
COO,Oct-Dec,water_use,403.8779974928509
COO,Jan-Apr,water_use,387.43783398875604
COO,Jan-Apr,water_use,408.36422386417144
COO,Jan-Apr,water_use,325.67168584817387
COO,Jan-Apr,water_use,354.6994130608553
COO,May-Sep,water_use,427.67747367833505
COO,May-Sep,water_use,485.0720167913365
COO,May-Sep,water_use,585.6986413895153
COO,May-Sep,water_use,544.8008117900222
COO,May-Sep,water_use,497.11526903970696
COO,Oct-Dec,water_use,487.2235765627748
COO,Oct-Dec,water_use,495.7862881301205
COO,Oct-Dec,water_use,424.9279105056277
COO,Jan-Apr,water_use,436.2747336428823
COO,Jan-Apr,water_use,433.38673892561746
COO,Jan-Apr,water_use,316.629058698262
COO,Jan-Apr,water_use,349.4859112342942
COO,May-Sep,water_use,466.6149729043449
COO,May-Sep,water_use,512.2984379157161
COO,May-Sep,water_use,579.986326780867
COO,May-Sep,water_use,489.17509936144035
COO,May-Sep,water_use,507.8902214178228
COO,Oct-Dec,water_use,503.43454528626955
COO,Oct-Dec,water_use,351.0410493207015
COO,Oct-Dec,water_use,448.84394023846266
COO,Jan-Apr,water_use,517.6571103434867
COO,Jan-Apr,water_use,533.4430064880355
COO,Jan-Apr,water_use,370.4999702207568
COO,Jan-Apr,water_use,340.57343685556714
COO,May-Sep,water_use,496.06511434342815
COO,May-Sep,water_use,492.44092980526216
COO,May-Sep,water_use,565.7432455400689
COO,May-Sep,water_use,470.1830337769645
COO,May-Sep,water_use,481.8544404811828
COO,Oct-Dec,water_use,474.1021212832378
COO,Oct-Dec,water_use,367.42131902028626
COO,Oct-Dec,water_use,461.1207026874425
COO,Jan-Apr,water_use,480.04561197012305
COO,Jan-Apr,water_use,440.73272678046465
COO,Jan-Apr,water_use,374.45522221951086
COO,Jan-Apr,water_use,306.74645081653694
COO,May-Sep,water_use,511.761073705235
COO,May-Sep,water_use,485.2693163580818
COO,May-Sep,water_use,567.1398766944156
COO,May-Sep,water_use,537.2039932554227
COO,May-Sep,water_use,445.7322546554305
COO,Oct-Dec,water_use,402.32287497052727
COO,Oct-Dec,water_use,362.7929557104084
COO,Oct-Dec,water_use,441.93124986387335
COO,Jan-Apr,water_use,464.96565604250975
COO,Jan-Apr,water_use,450.90793579783787
COO,Jan-Apr,water_use,387.4866631357009
COO,Jan-Apr,water_use,319.6881790147695
COO,May-Sep,water_use,474.8904267428894
COO,May-Sep,water_use,496.06865336689157
COO,May-Sep,water_use,506.39468169700416
COO,May-Sep,water_use,529.6549238036715
COO,May-Sep,water_use,503.2406846714411
COO,Oct-Dec,water_use,368.75074057964196
COO,Oct-Dec,water_use,358.62751240844557
COO,Oct-Dec,water_use,450.3924474485129
COO,Jan-Apr,water_use,499.199416825568
COO,Jan-Apr,water_use,402.382795338466
COO,Jan-Apr,water_use,379.47980945607395
COO,Jan-Apr,water_use,294.93515287667384
COO,May-Sep,water_use,524.9744864257683
COO,May-Sep,water_use,504.65933510408007
COO,May-Sep,water_use,475.396043515818
COO,May-Sep,water_use,528.8731945661581
COO,May-Sep,water_use,458.0139392405838
COO,Oct-Dec,water_use,443.9537082888859
COO,Oct-Dec,water_use,370.2318521578213
COO,Oct-Dec,water_use,430.7340586884398
COO,Jan-Apr,water_use,457.2006524771895
COO,Jan-Apr,water_use,409.48933181244666
COO,Jan-Apr,water_use,364.72891493648234
COO,Jan-Apr,water_use,339.1991966806499
COO,May-Sep,water_use,565.2288517951766
COO,May-Sep,water_use,490.7518539739576
COO,May-Sep,water_use,539.5102192766573
COO,May-Sep,water_use,537.9522399228089
COO,May-Sep,water_use,435.41979301981513
COO,Oct-Dec,water_use,486.71470348146045
COO,Oct-Dec,water_use,440.64536209353895
COO,Oct-Dec,water_use,427.3249036660936
COO,Jan-Apr,water_use,499.07482625597675
COO,Jan-Apr,water_use,402.9306466222897
COO,Jan-Apr,water_use,392.37625913773064
COO,Jan-Apr,water_use,367.10096831576254
COO,May-Sep,water_use,554.6541160403126
COO,May-Sep,water_use,463.35310647652966
COO,May-Sep,water_use,581.8944458735167
COO,May-Sep,water_use,554.1814099615608
COO,May-Sep,water_use,450.0003984072792
COO,Oct-Dec,water_use,472.71373193905714
COO,Oct-Dec,water_use,405.9691928989794
COO,Oct-Dec,water_use,447.8493133397455
COO,Jan-Apr,water_use,493.5690299136435
COO,Jan-Apr,water_use,385.67453040919514
COO,Jan-Apr,water_use,327.0708229928622
COO,Jan-Apr,water_use,367.57725585937567
COO,May-Sep,water_use,489.1975614799407
COO,May-Sep,water_use,514.3626335825234
COO,May-Sep,water_use,597.5702837421746
COO,May-Sep,water_use,533.6125301443878
COO,May-Sep,water_use,438.7222298476618
COO,Oct-Dec,water_use,476.28183639982
COO,Oct-Dec,water_use,405.13351173242665
COO,Oct-Dec,water_use,422.8835112763642
COO,Jan-Apr,water_use,542.5873181566839
COO,Jan-Apr,water_use,375.99577648455846
COO,Jan-Apr,water_use,360.0396635445678
COO,Jan-Apr,water_use,433.2212560727268
COO,May-Sep,water_use,453.3464999109965
COO,May-Sep,water_use,526.641912641184
COO,May-Sep,water_use,629.2133155822086
COO,May-Sep,water_use,500.3490518809422
COO,May-Sep,water_use,474.6682060709996
COO,Oct-Dec,water_use,457.13954196921185
COO,Oct-Dec,water_use,413.72723912394264
COO,Oct-Dec,water_use,403.699619621935
COO,Jan-Apr,water_use,531.2155749750206
COO,Jan-Apr,water_use,384.4724464765566
COO,Jan-Apr,water_use,345.8401536068449
COO,Jan-Apr,water_use,355.2449000140737
COO,May-Sep,water_use,444.80475325075093
COO,May-Sep,water_use,535.9872813782968
COO,May-Sep,water_use,607.6168129873059
COO,May-Sep,water_use,554.6873387677234
COO,May-Sep,water_use,457.064003018618
COO,Oct-Dec,water_use,388.39674715689785
COO,Oct-Dec,water_use,370.56761487546754
COO,Oct-Dec,water_use,406.16242857651724
COO,Jan-Apr,water_use,563.9798131797168
COO,Jan-Apr,water_use,433.40362824292663
COO,Jan-Apr,water_use,347.6799483854031
COO,Jan-Apr,water_use,336.2796958253531
COO,May-Sep,water_use,485.3389728353641
COO,May-Sep,water_use,542.4623095509087
COO,May-Sep,water_use,517.5157318088764
COO,May-Sep,water_use,566.1660312043404
COO,May-Sep,water_use,446.6117523066508
COO,Oct-Dec,water_use,365.8967925378845
COO,Oct-Dec,water_use,405.4175591941172
COO,Oct-Dec,water_use,475.23416998716
COO,Jan-Apr,water_use,480.1342431981917
COO,Jan-Apr,water_use,350.4252276526436
COO,Jan-Apr,water_use,396.77837083290285
COO,Jan-Apr,water_use,324.79433073542856
COO,May-Sep,water_use,484.6178314620789
COO,May-Sep,water_use,528.3334462716699
COO,May-Sep,water_use,480.3883254166491
COO,May-Sep,water_use,569.7899932904646
COO,May-Sep,water_use,436.5123798560387
COO,Oct-Dec,water_use,389.96995976692887
COO,Oct-Dec,water_use,409.96201803396895
COO,Oct-Dec,water_use,515.3184435138836
COO,Jan-Apr,water_use,521.8203578045075
COO,Jan-Apr,water_use,371.04250897300807
COO,Jan-Apr,water_use,370.0488338974567
COO,May-Sep,water_use,463.27041852505187
COO,May-Sep,water_use,461.2085708572436
COO,May-Sep,water_use,548.2239873612124
COO,May-Sep,water_use,578.3385358604959
COO,May-Sep,water_use,445.44492543892744
COO,Oct-Dec,water_use,381.3080928092215
COO,Oct-Dec,water_use,406.1698276964893
COO,Oct-Dec,water_use,500.223476674697
COO,Jan-Apr,water_use,464.56960283081867
COO,Jan-Apr,water_use,308.3803304814832
COO,Jan-Apr,water_use,378.8413225785523
COO,May-Sep,water_use,433.86381562816257
COO,May-Sep,water_use,433.815535238997
COO,May-Sep,water_use,553.479819671861
COO,May-Sep,water_use,582.6819506031627
COO,May-Sep,water_use,539.5924260851481
COO,Oct-Dec,water_use,373.1933375203114
COO,Oct-Dec,water_use,375.5607258716011
COO,Oct-Dec,water_use,506.47913006005547
COO,Jan-Apr,water_use,490.17276908895053
COO,Jan-Apr,water_use,321.48854719023007
COO,May-Sep,water_use,458.8633469126286
COO,May-Sep,water_use,554.2126170464045
COO,May-Sep,water_use,554.9492145061553
COO,Oct-Dec,water_use,402.7914248326992
COO,Oct-Dec,water_use,533.4670449270053
NCO,Jan-Apr,water_use,481.28195563212597
NCO,Jan-Apr,water_use,438.8121272512965
NCO,Jan-Apr,water_use,371.19780368731415
NCO,Jan-Apr,water_use,317.1052357430634
NCO,May-Sep,water_use,407.8869917267337
NCO,May-Sep,water_use,372.72545825565703
NCO,May-Sep,water_use,453.92956814552747
NCO,May-Sep,water_use,498.2158840541704
NCO,May-Sep,water_use,489.7837265322569
NCO,Oct-Dec,water_use,450.64082683505944
NCO,Oct-Dec,water_use,382.6620838444632
NCO,Oct-Dec,water_use,381.0058786722146
NCO,Jan-Apr,water_use,460.9852167659041
NCO,Jan-Apr,water_use,404.34888457312934
NCO,Jan-Apr,water_use,356.8909389394548
NCO,Jan-Apr,water_use,332.5225859916965
NCO,May-Sep,water_use,462.5280855414288
NCO,May-Sep,water_use,356.85230068040687
NCO,May-Sep,water_use,472.80367075907157
NCO,May-Sep,water_use,506.2430278881098
NCO,May-Sep,water_use,535.3513694971298
NCO,Oct-Dec,water_use,486.7103299100858
NCO,Oct-Dec,water_use,365.02276698054067
NCO,Oct-Dec,water_use,398.8153945329885
NCO,Jan-Apr,water_use,447.2490406909425
NCO,Jan-Apr,water_use,377.1985759273094
NCO,Jan-Apr,water_use,331.81820670438634
NCO,Jan-Apr,water_use,333.21046170496214
NCO,May-Sep,water_use,454.3431063857933
NCO,May-Sep,water_use,398.96546532334645
NCO,May-Sep,water_use,476.7031314852257
NCO,May-Sep,water_use,488.16544405075643
NCO,May-Sep,water_use,526.4715793432849
NCO,Oct-Dec,water_use,490.14631933613566
NCO,Oct-Dec,water_use,348.2740961644509
NCO,Oct-Dec,water_use,399.8668598088959
NCO,Jan-Apr,water_use,463.26718169212404
NCO,Jan-Apr,water_use,390.49318502612573
NCO,Jan-Apr,water_use,351.4557135863192
NCO,Jan-Apr,water_use,341.6217175511391
NCO,May-Sep,water_use,430.25595686165246
NCO,May-Sep,water_use,409.400360285456
NCO,May-Sep,water_use,488.3546520116239
NCO,May-Sep,water_use,473.34585407497974
NCO,May-Sep,water_use,543.9297272464903
NCO,Oct-Dec,water_use,462.5703791785068
NCO,Oct-Dec,water_use,371.22176891101844
NCO,Oct-Dec,water_use,400.46194140371136
NCO,Jan-Apr,water_use,488.8641842976568
NCO,Jan-Apr,water_use,406.15692738488366
NCO,Jan-Apr,water_use,396.6183757937157
NCO,Jan-Apr,water_use,320.4475014951279
NCO,May-Sep,water_use,378.366978809097
NCO,May-Sep,water_use,458.72294159454583
NCO,May-Sep,water_use,513.4706552151122
NCO,May-Sep,water_use,522.7827483245811
NCO,May-Sep,water_use,533.7310615084995
NCO,Oct-Dec,water_use,418.42967278756373
NCO,Oct-Dec,water_use,376.55666823379323
NCO,Oct-Dec,water_use,414.54768182449317
NCO,Jan-Apr,water_use,415.45552271475754
NCO,Jan-Apr,water_use,439.83233467194674
NCO,Jan-Apr,water_use,360.68663533871927
NCO,Jan-Apr,water_use,341.32245514152936
NCO,May-Sep,water_use,400.41122957198786
NCO,May-Sep,water_use,491.7481967591648
NCO,May-Sep,water_use,484.2052535364958
NCO,May-Sep,water_use,513.8341541888168
NCO,May-Sep,water_use,499.44353077911603
NCO,Oct-Dec,water_use,399.7513080898297
NCO,Oct-Dec,water_use,389.1503320520866
NCO,Oct-Dec,water_use,464.3326934309427
NCO,Jan-Apr,water_use,436.7027675631785
NCO,Jan-Apr,water_use,437.5031807600733
NCO,Jan-Apr,water_use,356.59489466663683
NCO,Jan-Apr,water_use,311.9158376503858
NCO,May-Sep,water_use,386.8104808928752
NCO,May-Sep,water_use,483.0698804973208
NCO,May-Sep,water_use,467.48571175561034
NCO,May-Sep,water_use,507.4682722295566
NCO,May-Sep,water_use,439.62966571186263
NCO,Oct-Dec,water_use,427.1134265950563
NCO,Oct-Dec,water_use,382.7146617919767
NCO,Oct-Dec,water_use,441.35188126204866
NCO,Jan-Apr,water_use,446.3019954704483
NCO,Jan-Apr,water_use,391.9349037179294
NCO,Jan-Apr,water_use,351.39521526932015
NCO,Jan-Apr,water_use,367.39333550643363
NCO,May-Sep,water_use,350.6188915356023
NCO,May-Sep,water_use,458.4285778573207
NCO,May-Sep,water_use,513.0622151283826
NCO,May-Sep,water_use,517.9088403923444
NCO,May-Sep,water_use,421.8820407898257
NCO,Oct-Dec,water_use,415.96539362427126
NCO,Oct-Dec,water_use,387.9840740740605
NCO,Oct-Dec,water_use,435.3893754278913
NCO,Jan-Apr,water_use,451.52985151765427
NCO,Jan-Apr,water_use,362.339669394781
NCO,Jan-Apr,water_use,343.0935470221327
NCO,Jan-Apr,water_use,349.1231511458005
NCO,May-Sep,water_use,352.23679384578554
NCO,May-Sep,water_use,429.47716451309117
NCO,May-Sep,water_use,514.3124989415941
NCO,May-Sep,water_use,531.821703071504
NCO,May-Sep,water_use,421.9194128849504
NCO,Oct-Dec,water_use,415.2481381750758
NCO,Oct-Dec,water_use,364.9549330766663
NCO,Oct-Dec,water_use,455.61066847299446
NCO,Jan-Apr,water_use,478.8225356237121
NCO,Jan-Apr,water_use,371.75694311059794
NCO,Jan-Apr,water_use,332.3431980948199
NCO,Jan-Apr,water_use,357.96942229462115
NCO,May-Sep,water_use,370.1756755106519
NCO,May-Sep,water_use,478.82256076854173
NCO,May-Sep,water_use,512.6998604750298
NCO,May-Sep,water_use,497.0830344797882
NCO,May-Sep,water_use,404.80650807375554
NCO,Oct-Dec,water_use,417.64606277099944
NCO,Oct-Dec,water_use,360.6908939334447
NCO,Oct-Dec,water_use,455.83037550459375
NCO,Jan-Apr,water_use,421.4735386360313
NCO,Jan-Apr,water_use,384.79030469987424
NCO,Jan-Apr,water_use,371.6370287880267
NCO,Jan-Apr,water_use,343.18954102673865
NCO,May-Sep,water_use,353.53338712344015
NCO,May-Sep,water_use,460.42509989042816
NCO,May-Sep,water_use,509.29907822187465
NCO,May-Sep,water_use,472.7716133085559
NCO,May-Sep,water_use,422.6144396086283
NCO,Oct-Dec,water_use,426.5813601901791
NCO,Oct-Dec,water_use,382.19042927555694
NCO,Oct-Dec,water_use,533.7005809850614
NCO,Jan-Apr,water_use,408.4429873061577
NCO,Jan-Apr,water_use,385.87842499272756
NCO,Jan-Apr,water_use,365.7323803071195
NCO,Jan-Apr,water_use,344.0494789878268
NCO,May-Sep,water_use,326.348911918464
NCO,May-Sep,water_use,428.79842609781974
NCO,May-Sep,water_use,491.32557576531184
NCO,May-Sep,water_use,521.1933445825805
NCO,May-Sep,water_use,490.54386309773594
NCO,Oct-Dec,water_use,376.5839719417509
NCO,Oct-Dec,water_use,383.2506831797278
NCO,Oct-Dec,water_use,439.9531896718805
NCO,Jan-Apr,water_use,402.9176479407617
NCO,Jan-Apr,water_use,405.93466671261825
NCO,Jan-Apr,water_use,360.0094458770108
NCO,Jan-Apr,water_use,320.4067548070645
NCO,May-Sep,water_use,348.64225797766943
NCO,May-Sep,water_use,422.9447345682727
NCO,May-Sep,water_use,452.15143634109864
NCO,May-Sep,water_use,512.6204968747818
NCO,May-Sep,water_use,489.3664581582116
NCO,Oct-Dec,water_use,370.9049866295618
NCO,Oct-Dec,water_use,385.8806260902238
NCO,Oct-Dec,water_use,446.5137499512561
NCO,Jan-Apr,water_use,462.1609407869673
NCO,Jan-Apr,water_use,400.80659142576644
NCO,Jan-Apr,water_use,365.801584756919
NCO,Jan-Apr,water_use,330.1696037282556
NCO,May-Sep,water_use,353.7595589239238
NCO,May-Sep,water_use,445.81258560419343
NCO,May-Sep,water_use,459.199575028297
NCO,May-Sep,water_use,497.24904069958194
NCO,May-Sep,water_use,434.5693438375319
NCO,Oct-Dec,water_use,410.7233859359372
NCO,Oct-Dec,water_use,401.85647379593246
NCO,Oct-Dec,water_use,420.8292396142648
NCO,Jan-Apr,water_use,441.264209132523
NCO,Jan-Apr,water_use,410.8156013780106
NCO,Jan-Apr,water_use,363.45045886683016
NCO,Jan-Apr,water_use,429.59477628015264
NCO,May-Sep,water_use,358.5234055000341
NCO,May-Sep,water_use,421.08664633083936
NCO,May-Sep,water_use,519.8582405268527
NCO,May-Sep,water_use,503.83500904337956
NCO,May-Sep,water_use,405.8563592883884
NCO,Oct-Dec,water_use,470.3748173933742
NCO,Oct-Dec,water_use,409.185961189768
NCO,Oct-Dec,water_use,411.4938539861701
NCO,Jan-Apr,water_use,440.6829722832372
NCO,Jan-Apr,water_use,387.07995351711173
NCO,Jan-Apr,water_use,362.65268009062265
NCO,Jan-Apr,water_use,346.5595101802758
NCO,May-Sep,water_use,381.0984241515467
NCO,May-Sep,water_use,453.67838902764765
NCO,May-Sep,water_use,535.8515402231945
NCO,May-Sep,water_use,510.1055721710363
NCO,May-Sep,water_use,446.39801468365494
NCO,Oct-Dec,water_use,426.137184097609
NCO,Oct-Dec,water_use,416.88152732989016
NCO,Oct-Dec,water_use,422.2258846006558
NCO,Jan-Apr,water_use,467.4367472275578
NCO,Jan-Apr,water_use,413.4571263900223
NCO,Jan-Apr,water_use,332.15526731061954
NCO,Jan-Apr,water_use,345.1966955419212
NCO,May-Sep,water_use,434.5547780452547
NCO,May-Sep,water_use,481.8315241990529
NCO,May-Sep,water_use,552.8860789457242
NCO,May-Sep,water_use,463.9849542271933
NCO,May-Sep,water_use,461.47781808448366
NCO,Oct-Dec,water_use,423.33718308627124
NCO,Oct-Dec,water_use,361.600137741515
NCO,Oct-Dec,water_use,432.4907247587027
NCO,Jan-Apr,water_use,469.60041475782987
NCO,Jan-Apr,water_use,511.31163424810654
NCO,Jan-Apr,water_use,351.36375811611674
NCO,Jan-Apr,water_use,332.6260776939352
NCO,May-Sep,water_use,458.90034123597985
NCO,May-Sep,water_use,450.5996967196356
NCO,May-Sep,water_use,533.2098609481304
NCO,May-Sep,water_use,442.2476760570047
NCO,May-Sep,water_use,427.1619279751921
NCO,Oct-Dec,water_use,428.84607414043563
NCO,Oct-Dec,water_use,377.3169502791969
NCO,Oct-Dec,water_use,433.69637179611203
NCO,Jan-Apr,water_use,451.78299406991096
NCO,Jan-Apr,water_use,424.94360163404815
NCO,Jan-Apr,water_use,355.842549579974
NCO,Jan-Apr,water_use,308.68271523756533
NCO,May-Sep,water_use,469.3344817844265
NCO,May-Sep,water_use,459.94364276660036
NCO,May-Sep,water_use,522.5435772446339
NCO,May-Sep,water_use,486.8017119512218
NCO,May-Sep,water_use,414.1062213949471
NCO,Oct-Dec,water_use,391.3506567228591
NCO,Oct-Dec,water_use,366.6746313642723
NCO,Oct-Dec,water_use,432.2274621016031
NCO,Jan-Apr,water_use,472.80745608955095
NCO,Jan-Apr,water_use,410.48090857063414
NCO,Jan-Apr,water_use,369.97104978322005
NCO,Jan-Apr,water_use,316.8841347120626
NCO,May-Sep,water_use,443.2986317821951
NCO,May-Sep,water_use,462.38764525100663
NCO,May-Sep,water_use,467.45510295751905
NCO,May-Sep,water_use,483.8109014688667
NCO,May-Sep,water_use,457.8342162359986
NCO,Oct-Dec,water_use,364.51054733074994
NCO,Oct-Dec,water_use,366.73105147679837
NCO,Oct-Dec,water_use,446.84981266131786
NCO,Jan-Apr,water_use,459.1397503268037
NCO,Jan-Apr,water_use,402.99823163406904
NCO,Jan-Apr,water_use,361.0006028622282
NCO,Jan-Apr,water_use,312.353629741435
NCO,May-Sep,water_use,483.16281734075636
NCO,May-Sep,water_use,460.3707803928101
NCO,May-Sep,water_use,440.35857289562006
NCO,May-Sep,water_use,479.8111768036277
NCO,May-Sep,water_use,420.2012431149502
NCO,Oct-Dec,water_use,402.45219121993864
NCO,Oct-Dec,water_use,392.27530819905274
NCO,Oct-Dec,water_use,418.10453244579315
NCO,Jan-Apr,water_use,441.072396485174
NCO,Jan-Apr,water_use,390.22638003453744
NCO,Jan-Apr,water_use,360.15769336131785
NCO,Jan-Apr,water_use,339.3796101703202
NCO,May-Sep,water_use,517.8811259269344
NCO,May-Sep,water_use,442.17487925052114
NCO,May-Sep,water_use,496.4858749913406
NCO,May-Sep,water_use,484.9994252548651
NCO,May-Sep,water_use,417.60368204579413
NCO,Oct-Dec,water_use,450.8230391438332
NCO,Oct-Dec,water_use,403.4654754366075
NCO,Oct-Dec,water_use,418.74341433897064
NCO,Jan-Apr,water_use,468.6454058757836
NCO,Jan-Apr,water_use,377.8002523875099
NCO,Jan-Apr,water_use,355.77722013078426
NCO,Jan-Apr,water_use,340.3944288497563
NCO,May-Sep,water_use,507.4069337945964
NCO,May-Sep,water_use,424.08618504538117
NCO,May-Sep,water_use,537.5253938601886
NCO,May-Sep,water_use,502.93893971293693
NCO,May-Sep,water_use,417.02063775913825
NCO,Oct-Dec,water_use,458.2050927629913
NCO,Oct-Dec,water_use,388.2517461529107
NCO,Oct-Dec,water_use,436.0792858835139
NCO,Jan-Apr,water_use,493.3280904637666
NCO,Jan-Apr,water_use,376.42874615399523
NCO,Jan-Apr,water_use,336.92550030569925
NCO,Jan-Apr,water_use,355.65749284873965
NCO,May-Sep,water_use,467.8200478560266
NCO,May-Sep,water_use,463.293781486872
NCO,May-Sep,water_use,553.024380251335
NCO,May-Sep,water_use,489.7687027615609
NCO,May-Sep,water_use,411.0652595253346
NCO,Oct-Dec,water_use,442.2898585457924
NCO,Oct-Dec,water_use,396.40861032736535
NCO,Oct-Dec,water_use,442.75982191711176
NCO,Jan-Apr,water_use,496.00568484315227
NCO,Jan-Apr,water_use,389.7332368453853
NCO,Jan-Apr,water_use,365.73729075504144
NCO,Jan-Apr,water_use,386.646503888822
NCO,May-Sep,water_use,424.10108557743735
NCO,May-Sep,water_use,474.7420477745887
NCO,May-Sep,water_use,572.0050335519807
NCO,May-Sep,water_use,463.1436497169405
NCO,May-Sep,water_use,438.321886239084
NCO,Oct-Dec,water_use,417.0470779422448
NCO,Oct-Dec,water_use,404.2948022051998
NCO,Oct-Dec,water_use,442.32319287433444
NCO,Jan-Apr,water_use,517.5168467230939
NCO,Jan-Apr,water_use,395.9940368651502
NCO,Jan-Apr,water_use,342.50365818885916
NCO,Jan-Apr,water_use,353.3565520483531
NCO,May-Sep,water_use,413.46912868961897
NCO,May-Sep,water_use,489.9551355850352
NCO,May-Sep,water_use,561.1187650795848
NCO,May-Sep,water_use,495.46965207484095
NCO,May-Sep,water_use,426.9988188398593
NCO,Oct-Dec,water_use,380.7100013729833
NCO,Oct-Dec,water_use,395.3770876644446
NCO,Oct-Dec,water_use,461.4954437904247
NCO,Jan-Apr,water_use,529.4913938228336
NCO,Jan-Apr,water_use,428.15809409803626
NCO,Jan-Apr,water_use,351.1801445829326
NCO,Jan-Apr,water_use,323.34328214588345
NCO,May-Sep,water_use,440.0414826294827
NCO,May-Sep,water_use,509.2049249360049
NCO,May-Sep,water_use,479.635957923344
NCO,May-Sep,water_use,504.5918499782601
NCO,May-Sep,water_use,421.40171355594936
NCO,Oct-Dec,water_use,353.5273460332914
NCO,Oct-Dec,water_use,401.63487226995306
NCO,Oct-Dec,water_use,526.0506473127642
NCO,Jan-Apr,water_use,511.72400718046896
NCO,Jan-Apr,water_use,406.476817802324
NCO,Jan-Apr,water_use,367.38523603212326
NCO,Jan-Apr,water_use,315.07452342876775
NCO,May-Sep,water_use,439.1605510296853
NCO,May-Sep,water_use,506.0072469487966
NCO,May-Sep,water_use,446.2601512655285
NCO,May-Sep,water_use,515.3738802836272
NCO,May-Sep,water_use,417.4324275553601
NCO,Oct-Dec,water_use,373.52665290689146
NCO,Oct-Dec,water_use,388.7308734681781
NCO,Oct-Dec,water_use,477.2944100281951
NCO,Jan-Apr,water_use,485.9338299478983
NCO,Jan-Apr,water_use,369.1973902522915
NCO,Jan-Apr,water_use,348.27587191267315
NCO,May-Sep,water_use,422.97999272293697
NCO,May-Sep,water_use,419.20894299353245
NCO,May-Sep,water_use,494.58374471938464
NCO,May-Sep,water_use,526.3431859043716
NCO,May-Sep,water_use,423.3241983777358
NCO,Oct-Dec,water_use,371.9419506787708
NCO,Oct-Dec,water_use,389.22072823459166
NCO,Oct-Dec,water_use,468.02897258208594
NCO,Jan-Apr,water_use,461.9445502431829
NCO,Jan-Apr,water_use,336.69975579011367
NCO,Jan-Apr,water_use,364.0917642870189
NCO,May-Sep,water_use,407.1997720415727
NCO,May-Sep,water_use,406.3128012273202
NCO,May-Sep,water_use,501.1192401519597
NCO,May-Sep,water_use,531.2267911157809
NCO,May-Sep,water_use,484.0488668574187
NCO,Oct-Dec,water_use,356.9111123046655
NCO,Oct-Dec,water_use,368.463903793234
NCO,Oct-Dec,water_use,486.33210865393795
NCO,Jan-Apr,water_use,458.05217710955554
NCO,Jan-Apr,water_use,332.2156721536455
NCO,May-Sep,water_use,405.6354323025802
NCO,May-Sep,water_use,503.0204416526395
NCO,May-Sep,water_use,498.8455681219046
NCO,Oct-Dec,water_use,375.05218502539486
NCO,Oct-Dec,water_use,480.2209965290782
BAU,Jan-Apr,carbon_intensity,361.03301419173386
BAU,Jan-Apr,carbon_intensity,345.3918984395304
BAU,Jan-Apr,carbon_intensity,331.0288058997779
BAU,Jan-Apr,carbon_intensity,309.2899326039545
BAU,May-Sep,carbon_intensity,339.1307602140705
BAU,May-Sep,carbon_intensity,324.3232275968835
BAU,May-Sep,carbon_intensity,329.3487703518371
BAU,May-Sep,carbon_intensity,336.510671820408
BAU,May-Sep,carbon_intensity,345.5105310204476
BAU,Oct-Dec,carbon_intensity,343.9435483704642
BAU,Oct-Dec,carbon_intensity,339.90253491898835
BAU,Oct-Dec,carbon_intensity,358.7468271029964
BAU,Jan-Apr,carbon_intensity,351.5564463238437
BAU,Jan-Apr,carbon_intensity,345.89009718558447
